t\x,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0,1,1.10517,1.2214,1.34986,1.49182,1.64872,1.82212,2.01375,2.22554,2.4596,2.71828
0.001,1.001,1.10628,1.22263,1.35121,1.49332,1.65037,1.82394,2.01577,2.22777,2.46207,2.721
0.002,1.002,1.10739,1.22385,1.35256,1.49482,1.65203,1.82577,2.01779,2.23,2.46453,2.72372
0.003,1.003,1.1085,1.22508,1.35392,1.49631,1.65368,1.8276,2.01981,2.23224,2.467,2.72645
0.004,1.00401,1.10961,1.2263,1.35528,1.49781,1.65534,1.82943,2.02183,2.23447,2.46947,2.72918
0.005,1.00501,1.11072,1.22753,1.35663,1.49931,1.657,1.83126,2.02386,2.23671,2.47194,2.73191
0.006,1.00602,1.11183,1.22876,1.35799,1.50081,1.65866,1.8331,2.02589,2.23895,2.47442,2.73464
0.007,1.00702,1.11294,1.22999,1.35935,1.50232,1.66032,1.83494,2.02792,2.24119,2.4769,2.73738
0.008,1.00803,1.11406,1.23123,1.36072,1.50382,1.66198,1.83677,2.02995,2.24344,2.47938,2.74012
0.009,1.00904,1.11517,1.23246,1.36208,1.50533,1.66365,1.83861,2.03198,2.24569,2.48186,2.74286
0.01,1.01005,1.11629,1.23369,1.36344,1.50684,1.66531,1.84046,2.03402,2.24794,2.48434,2.7456
0.011,1.01106,1.11741,1.23493,1.36481,1.50835,1.66698,1.8423,2.03606,2.25019,2.48683,2.74835
0.012,1.01207,1.11853,1.23617,1.36618,1.50986,1.66865,1.84415,2.03809,2.25244,2.48932,2.7511
0.013,1.01308,1.11965,1.2374,1.36754,1.51137,1.67032,1.84599,2.04014,2.2547,2.49181,2.75385
0.014,1.0141,1.12077,1.23864,1.36891,1.51289,1.672,1.84784,2.04218,2.25695,2.49431,2.75661
0.015,1.01511,1.12189,1.23988,1.37029,1.5144,1.67367,1.84969,2.04423,2.25921,2.4968,2.75936
0.016,1.01613,1.12301,1.24113,1.37166,1.51592,1.67535,1.85155,2.04627,2.26148,2.4993,2.76212
0.017,1.01715,1.12414,1.24237,1.37303,1.51744,1.67703,1.8534,2.04832,2.26374,2.50181,2.76489
0.018,1.01816,1.12526,1.24361,1.37441,1.51896,1.67871,1.85526,2.05037,2.26601,2.50431,2.76765
0.019,1.01918,1.12639,1.24486,1.37578,1.52048,1.68039,1.85712,2.05243,2.26828,2.50682,2.77042
0.02,1.0202,1.12752,1.24611,1.37716,1.522,1.68207,1.85898,2.05448,2.27055,2.50933,2.77319
0.021,1.02122,1.12864,1.24735,1.37854,1.52353,1.68376,1.86084,2.05654,2.27282,2.51184,2.77597
0.022,1.02224,1.12977,1.2486,1.37992,1.52505,1.68544,1.8627,2.0586,2.2751,2.51435,2.77875
0.023,1.02327,1.1309,1.24985,1.38131,1.52658,1.68713,1.86457,2.06066,2.27738,2.51687,2.78153
0.024,1.02429,1.13204,1.2511,1.38269,1.52811,1.68882,1.86644,2.06273,2.27966,2.51939,2.78431
0.025,1.02532,1.13317,1.25236,1.38407,1.52964,1.69051,1.86831,2.06479,2.28194,2.52191,2.7871
0.026,1.02634,1.1343,1.25361,1.38546,1.53117,1.69221,1.87018,2.06686,2.28422,2.52443,2.78988
0.027,1.02737,1.13544,1.25487,1.38685,1.53271,1.6939,1.87205,2.06893,2.28651,2.52696,2.79268
0.028,1.0284,1.13658,1.25612,1.38824,1.53424,1.6956,1.87393,2.071,2.2888,2.52949,2.79547
0.029,1.02942,1.13771,1.25738,1.38963,1.53578,1.6973,1.8758,2.07308,2.29109,2.53202,2.79827
0.03,1.03045,1.13885,1.25864,1.39102,1.53732,1.699,1.87768,2.07515,2.29338,2.53455,2.80107
0.031,1.03149,1.13999,1.2599,1.39241,1.53886,1.7007,1.87956,2.07723,2.29568,2.53709,2.80387
0.032,1.03252,1.14113,1.26116,1.39381,1.5404,1.7024,1.88144,2.07931,2.29798,2.53963,2.80667
0.033,1.03355,1.14228,1.26243,1.3952,1.54194,1.70411,1.88333,2.08139,2.30028,2.54217,2.80948
0.034,1.03458,1.14342,1.26369,1.3966,1.54349,1.70582,1.88522,2.08348,2.30258,2.54472,2.81229
0.035,1.03562,1.14456,1.26496,1.398,1.54503,1.70752,1.8871,2.08556,2.30489,2.54726,2.81511
0.036,1.03666,1.14571,1.26622,1.3994,1.54658,1.70923,1.88899,2.08765,2.3072,2.54981,2.81792
0.037,1.03769,1.14686,1.26749,1.4008,1.54813,1.71095,1.89089,2.08974,2.3095,2.55236,2.82074
0.038,1.03873,1.14801,1.26876,1.4022,1.54968,1.71266,1.89278,2.09184,2.31182,2.55492,2.82356
0.039,1.03977,1.14915,1.27003,1.40361,1.55123,1.71438,1.89467,2.09393,2.31413,2.55748,2.82639
0.04,1.04081,1.1503,1.2713,1.40501,1.55279,1.71609,1.89657,2.09603,2.31645,2.56003,2.82922
0.041,1.04185,1.15146,1.27257,1.40642,1.55434,1.71781,1.89847,2.09813,2.31877,2.5626,2.83205
0.042,1.04289,1.15261,1.27385,1.40783,1.5559,1.71953,1.90037,2.10023,2.32109,2.56516,2.83488
0.043,1.04394,1.15376,1.27512,1.40924,1.55746,1.72125,1.90228,2.10233,2.32341,2.56773,2.83772
0.044,1.04498,1.15492,1.2764,1.41065,1.55902,1.72298,1.90418,2.10443,2.32574,2.5703,2.84056
0.045,1.04603,1.15607,1.27768,1.41206,1.56058,1.7247,1.90609,2.10654,2.32807,2.57287,2.8434
0.046,1.04707,1.15723,1.27896,1.41348,1.56214,1.72643,1.908,2.10865,2.3304,2.57545,2.84624
0.047,1.04812,1.15839,1.28024,1.41489,1.5637,1.72816,1.90991,2.11076,2.33273,2.57802,2.84909
0.048,1.04917,1.15955,1.28152,1.41631,1.56527,1.72989,1.91182,2.11287,2.33506,2.5806,2.85194
0.049,1.05022,1.16071,1.2828,1.41773,1.56684,1.73162,1.91373,2.11499,2.3374,2.58319,2.85479
0.05,1.05127,1.16187,1.28409,1.41915,1.56841,1.73336,1.91565,2.11711,2.33974,2.58577,2.85765
0.051,1.05232,1.16303,1.28537,1.42057,1.56998,1.73509,1.91757,2.11923,2.34208,2.58836,2.86051
0.052,1.05338,1.1642,1.28666,1.42199,1.57155,1.73683,1.91949,2.12135,2.34443,2.59095,2.86337
0.053,1.05443,1.16536,1.28795,1.42342,1.57312,1.73857,1.92141,2.12347,2.34677,2.59354,2.86624
0.054,1.05548,1.16653,1.28924,1.42484,1.5747,1.74031,1.92334,2.1256,2.34912,2.59614,2.8691
0.055,1.05654,1.1677,1.29053,1.42627,1.57628,1.74206,1.92526,2.12773,2.35147,2.59873,2.87198
0.056,1.0576,1.16887,1.29182,1.4277,1.57786,1.7438,1.92719,2.12986,2.35383,2.60134,2.87485
0.057,1.05866,1.17004,1.29311,1.42913,1.57944,1.74555,1.92912,2.13199,2.35618,2.60394,2.87772
0.058,1.05971,1.17121,1.29441,1.43056,1.58102,1.74729,1.93105,2.13412,2.35854,2.60654,2.8806
0.059,1.06078,1.17238,1.2957,1.43199,1.5826,1.74904,1.93298,2.13626,2.3609,2.60915,2.88349
0.06,1.06184,1.17355,1.297,1.43342,1.58419,1.7508,1.93492,2.1384,2.36327,2.61176,2.88637
0.061,1.0629,1.17473,1.2983,1.43486,1.58577,1.75255,1.93686,2.14054,2.36563,2.61438,2.88926
0.062,1.06396,1.1759,1.2996,1.4363,1.58736,1.7543,1.9388,2.14268,2.368,2.61699,2.89215
0.063,1.06503,1.17708,1.3009,1.43773,1.58895,1.75606,1.94074,2.14483,2.37037,2.61961,2.89504
0.064,1.06609,1.17826,1.3022,1.43917,1.59054,1.75782,1.94268,2.14698,2.37274,2.62223,2.89794
0.065,1.06716,1.17944,1.30351,1.44062,1.59213,1.75958,1.94463,2.14912,2.37512,2.62486,2.90084
0.066,1.06823,1.18062,1.30481,1.44206,1.59373,1.76134,1.94657,2.15128,2.37749,2.62748,2.90374
0.067,1.0693,1.1818,1.30612,1.4435,1.59532,1.7631,1.94852,2.15343,2.37987,2.63011,2.90665
0.068,1.07037,1.18298,1.30743,1.44495,1.59692,1.76487,1.95047,2.15559,2.38226,2.63275,2.90955
0.069,1.07144,1.18417,1.30874,1.44639,1.59852,1.76664,1.95243,2.15774,2.38464,2.63538,2.91247
0.07,1.07251,1.18535,1.31005,1.44784,1.60012,1.76841,1.95438,2.1599,2.38703,2.63802,2.91538
0.071,1.07358,1.18654,1.31136,1.44929,1.60172,1.77018,1.95634,2.16207,2.38942,2.64066,2.9183
0.072,1.07466,1.18772,1.31267,1.45074,1.60333,1.77195,1.9583,2.16423,2.39181,2.6433,2.92122
0.073,1.07573,1.18891,1.31398,1.4522,1.60493,1.77372,1.96026,2.1664,2.3942,2.64594,2.92414
0.074,1.07681,1.1901,1.3153,1.45365,1.60654,1.7755,1.96222,2.16857,2.3966,2.64859,2.92706
0.075,1.07788,1.19129,1.31662,1.4551,1.60815,1.77728,1.96418,2.17074,2.399,2.65124,2.92999
0.076,1.07896,1.19249,1.31793,1.45656,1.60976,1.77906,1.96615,2.17291,2.4014,2.6539,2.93292
0.077,1.08004,1.19368,1.31925,1.45802,1.61137,1.78084,1.96812,2.17508,2.4038,2.65655,2.93586
0.078,1.08112,1.19488,1.32057,1.45948,1.61298,1.78262,1.97009,2.17726,2.40621,2.65921,2.9388
0.079,1.0822,1.19607,1.3219,1.46094,1.6146,1.78441,1.97206,2.17944,2.40861,2.66187,2.94174
0.08,1.08329,1.19727,1.32322,1.4624,1.61621,1.78619,1.97404,2.18162,2.41103,2.66453,2.94468
0.081,1.08437,1.19847,1.32454,1.46387,1.61783,1.78798,1.97601,2.18381,2.41344,2.6672,2.94763
0.082,1.08546,1.19967,1.32587,1.46533,1.61945,1.78977,1.97799,2.18599,2.41585,2.66987,2.95057
0.083,1.08654,1.20087,1.3272,1.4668,1.62107,1.79156,1.97997,2.18818,2.41827,2.67254,2.95353
0.084,1.08763,1.20207,1.32853,1.46827,1.6227,1.79336,1.98195,2.19037,2.42069,2.67522,2.95648
0.085,1.08872,1.20327,1.32986,1.46974,1.62432,1.79515,1.98394,2.19256,2.42311,2.67789,2.95944
