t\x,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.001,1,1.10517,1.2214,1.34986,1.49182,1.64872,1.82212,2.01375,2.22554,2.4596,2.71828
0.002,1.001,1.10628,1.22263,1.35121,1.49332,1.65037,1.82394,2.01577,2.22777,2.46206,2.721
0.003,1.002,1.10738,1.22385,1.35256,1.49481,1.65202,1.82577,2.01779,2.23,2.46453,2.72372
0.004,1.003,1.10849,1.22507,1.35392,1.49631,1.65368,1.8276,2.01981,2.23223,2.467,2.72645
0.005,1.00401,1.1096,1.2263,1.35527,1.49781,1.65533,1.82942,2.02183,2.23446,2.46946,2.72918
0.006,1.00501,1.11071,1.22753,1.35663,1.4993,1.65699,1.83126,2.02385,2.2367,2.47194,2.73191
0.007,1.00602,1.11182,1.22876,1.35799,1.50081,1.65865,1.83309,2.02588,2.23894,2.47441,2.73464
0.008,1.00702,1.11294,1.22999,1.35934,1.50231,1.66031,1.83492,2.0279,2.24118,2.47689,2.73738
0.009,1.00803,1.11405,1.23122,1.3607,1.50381,1.66197,1.83676,2.02993,2.24342,2.47936,2.74012
0.01,1.00904,1.11516,1.23245,1.36207,1.50532,1.66363,1.8386,2.03196,2.24567,2.48184,2.74286
0.011,1.01005,1.11628,1.23368,1.36343,1.50682,1.6653,1.84044,2.034,2.24791,2.48433,2.7456
