t\x,0.0000,0.1000,0.2000,0.3000,0.4000,0.5000,0.6000,0.7000,0.8000,0.9000,1.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1000,0.0198,0.0297,0.0396,0.0494,0.0591,0.0687,0.0780,0.0870,0.0956,0.1033,0.1100
0.2000,0.0591,0.0787,0.0982,0.1175,0.1365,0.1552,0.1734,0.1911,0.2081,0.2244,0.2400
0.3000,0.1173,0.1464,0.1752,0.2037,0.2318,0.2595,0.2866,0.3132,0.3393,0.3648,0.3900
0.4000,0.1940,0.2324,0.2705,0.3081,0.3453,0.3821,0.4183,0.4542,0.4897,0.5249,0.5600
0.5000,0.2893,0.3369,0.3841,0.4310,0.4774,0.5235,0.5692,0.6147,0.6599,0.7050,0.7500
0.6000,0.4031,0.4600,0.5166,0.5728,0.6287,0.6843,0.7396,0.7949,0.8500,0.9050,0.9600
0.7000,0.5357,0.6020,0.6681,0.7338,0.7993,0.8647,0.9298,0.9949,1.0600,1.1250,1.1900
0.8000,0.6874,0.7633,0.8389,0.9144,0.9897,1.0648,1.1399,1.2150,1.2900,1.3650,1.4400
0.9000,0.8585,0.9441,1.0294,1.1147,1.1998,1.2849,1.3700,1.4550,1.5400,1.6250,1.7100
1.0000,1.0492,1.1445,1.2397,1.3348,1.4299,1.5250,1.6200,1.7150,1.8100,1.9050,2.0000
